origin,dest,route,type,area,altitude,aircraft,direction,dep_artcc,arr_artcc,origin_tracon,dest_tracon
KNRS,KBUR,"CWARD2 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18R,ZLA,ZLA,SCT,SCT
KNRS,KCCB,"OCN V23 DANAH V363 POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",PQ60,,SANP23,ZLA,ZLA,SCT,SCT
KNRS,KCCB,"PEBLE POXKU POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",J100M80,,SANP24,ZLA,ZLA,SCT,SCT
KNRS,KCMA,"OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,ZLA,ZLA,SCT,NTD
KNRS,KCMA,"MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,ZLA,ZLA,SCT,NTD
KNRS,KCMA,"OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,ZLA,ZLA,SCT,NTD
KNRS,KCMA,"PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,ZLA,ZLA,SCT,NTD
KNRS,KCMA,"CWARD2 CWARD AVOLS V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32R,ZLA,ZLA,SCT,NTD
KNRS,KCNO,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNRS,KCNO,"V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,ZLA,ZLA,SCT,SCT
KNRS,KEMT,"OCN V23 DANAH V363 POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",PQ60,,SANP23,ZLA,ZLA,SCT,SCT
KNRS,KEMT,"PEBLE POXKU POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",J100M80,,SANP24,ZLA,ZLA,SCT,SCT
KNRS,KFUL,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNRS,KFUL,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNRS,KFUL,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNRS,KHHR,"OCN V23 SLI WELLZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HHR (RWY25)",PQ60,,SANP7,ZLA,ZLA,SCT,SCT
KNRS,KHHR,"PEBLE SLI WELLZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HHR (RWY25)",J100M80,,SANP8,ZLA,ZLA,SCT,SCT
KNRS,KHHR,"CWARD2 SLI WELLZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HHR (RWY25)",J100M80,,SANP8R,ZLA,ZLA,SCT,SCT
KNRS,KHMT,"OCN V23 DANAH V363 POXKU V8 PDZ V186 NIKKL HUMAN",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HMT",PQ60,,SANP25,ZLA,ZLA,SCT,RIV
KNRS,KHMT,"DEGLE V186 WESIN",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HMT",JM100,,SANP26,ZLA,ZLA,SCT,RIV
KNRS,KLAX,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNRS,KLAX,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX",J100M80,,SANP4A,ZLA,ZLA,SCT,SCT
KNRS,KLAX,"OCN V23 SLI V8 TANDY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX (LAXE)",PQ60,,SANP5,ZLA,ZLA,SCT,SCT
KNRS,KLAX,"PEBLE SHHOW INISH TANDY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX (LAXE)",J100M80,,SANP6,ZLA,ZLA,SCT,SCT
KNRS,KLAX,"CWARD2 CWARD AVOLS SXC TANDY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX (LAXE)",J100M80,,SANP6R,ZLA,ZLA,SCT,SCT
KNRS,KLAX,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNRS,KLGB,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNRS,KLGB,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNRS,KLGB,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNRS,KNTD,"OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,ZLA,ZLA,SCT,NTD
KNRS,KNTD,"MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,ZLA,ZLA,SCT,NTD
KNRS,KNTD,"OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,ZLA,ZLA,SCT,NTD
KNRS,KNTD,"PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,ZLA,ZLA,SCT,NTD
KNRS,KNTD,"CWARD2 CWARD AVOLS V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32R,ZLA,ZLA,SCT,NTD
KNRS,KONT,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNRS,KONT,"V186 TANNR HDF PETIS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO ONT SBD",JM100,,SANP20,ZLA,ZLA,SCT,SCT
KNRS,KOXR,"OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,ZLA,ZLA,SCT,NTD
KNRS,KOXR,"MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,ZLA,ZLA,SCT,NTD
KNRS,KOXR,"OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,ZLA,ZLA,SCT,NTD
KNRS,KOXR,"PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,ZLA,ZLA,SCT,NTD
KNRS,KOXR,"CWARD2 CWARD AVOLS V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32R,ZLA,ZLA,SCT,NTD
KNRS,KPOC,"OCN V23 DANAH V363 POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",PQ60,,SANP23,ZLA,ZLA,SCT,SCT
KNRS,KPOC,"PEBLE POXKU POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",J100M80,,SANP24,ZLA,ZLA,SCT,SCT
KNRS,KRAL,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNRS,KRAL,"V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,ZLA,ZLA,SCT,SCT
KNRS,KREI,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNRS,KREI,"V186 TANNR HDF",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,ZLA,ZLA,SCT,SCT
KNRS,KRIR,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNRS,KRIR,"V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,ZLA,ZLA,SCT,SCT
KNRS,KRIV,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,ZLA,ZLA,SCT,RIV
KNRS,KRIV,"V186 TANNR HDF",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,ZLA,ZLA,SCT,RIV
KNRS,KSBA,"OCN V23 LAX V299 VTU KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA",PQ60,,SANP35,ZLA,ZLA,SCT,SBA
KNRS,KSBA,"PEBLE AVOLS V27 SXC V208 VTU KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA",J100M80,,SANP36,ZLA,ZLA,SCT,SBA
KNRS,KSBA,"OCN V23 DANAH V363 BAYJY V186 DEANO V27 KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA (LAXE)",PQ60,,SANP37,ZLA,ZLA,SCT,SBA
KNRS,KSBA,"CWARD2 CWARD AVOLS V208 VTU KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA",J100M80,,SANP36R,ZLA,ZLA,SCT,SBA
KNRS,KSBD,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNRS,KSBD,"V186 TANNR HDF PETIS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO ONT SBD",JM100,,SANP20,ZLA,ZLA,SCT,SCT
KNRS,KSLI,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNRS,KSLI,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNRS,KSLI,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNRS,KSMO,"OCN V23 DANAH V363 BAYJY V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO",PQ60,,SANP9,ZLA,ZLA,SCT,SCT
KNRS,KSMO,"PEBLE SLI V459 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO",J100M80,,SANP10,ZLA,ZLA,SCT,SCT
KNRS,KSMO,"OCN V23 SLI ELMOO V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO (LAX E)",PQ60,,SANP11,ZLA,ZLA,SCT,SCT
KNRS,KSMO,"PEBLE SLI ELMOO V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO (LAX E)",J100M80,,SANP12,ZLA,ZLA,SCT,SCT
KNRS,KSMO,"CWARD2 SLI V459 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO",J100M80,,SANP10R,ZLA,ZLA,SCT,SCT
KNRS,KSMO,"CWARD2 SLI ELMOO V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO (LAX E)",J100M80,,SANP12R,ZLA,ZLA,SCT,SCT
KNRS,KSNA,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNRS,KSNA,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNRS,KSNA,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNRS,KTOA,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNRS,KTOA,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNRS,KTOA,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNRS,KVNY,"OCN V23 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E )",PQ60,,SANP17,ZLA,ZLA,SCT,SCT
KNRS,KVNY,"PEBLE SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18,ZLA,ZLA,SCT,SCT
KNRS,KVNY,"OCN V23 POPPR SMO SMO317/014 CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",PQ60,,SANP15,ZLA,ZLA,SCT,SCT
KNRS,KVNY,"PEBLE SLI V23 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16,ZLA,ZLA,SCT,SCT
KNRS,KVNY,"CWARD2 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16R,ZLA,ZLA,SCT,SCT
KNRS,KVNY,"CWARD2 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18R,ZLA,ZLA,SCT,SCT
KNRS,KWHP,"OCN V23 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E )",PQ60,,SANP17,ZLA,ZLA,SCT,SCT
KNRS,KWHP,"PEBLE SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18,ZLA,ZLA,SCT,SCT
KNRS,KWHP,"OCN V23 POPPR SMO SMO317/014 CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",PQ60,,SANP15,ZLA,ZLA,SCT,SCT
KNRS,KWHP,"PEBLE SLI V23 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16,ZLA,ZLA,SCT,SCT
KNRS,KWHP,"CWARD2 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16R,ZLA,ZLA,SCT,SCT
KNRS,KWHP,"CWARD2 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18R,ZLA,ZLA,SCT,SCT
KNRS,L65,"OCN V23 DANAH V363 POXKU V8 PDZ L65",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,
KNRS,L65,"V186 TANNR HDF L65",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,ZLA,ZLA,SCT,
KNUQ,KAUN,"SJC V334 SUNOL MOD LIN",TEC,"E16 NUQ PAO RHV TO AUN BAB E36 GOO JAQ LHM MCC MHR MYV O61 OVE PVF RIU",MP70Q50,NUQ01,,ZOA,ZOA,NCT,NCT
KNUQ,KCCR,"SJC V334 SUNOL",TEC,"E16 NUQ PAO RHV TO CCR DWA EDU O41 SUU VCB",JMPQ50,NUQ02,,ZOA,ZOA,NCT,SUU
KNUQ,KHAF,"OSI JUMDA",TEC,"NUQ PAO RHV E16 TO HAF",JMPQ50,NUQ05,SFOW,ZOA,ZOA,NCT,NCT
KNUQ,KHAF,GOBBS,TEC,"NUQ TO HAF",JMPQ50,NUQ06,SFOE,ZOA,ZOA,NCT,NCT
KNUQ,KLSN,"SJC V334 SUNOL MOD",TEC,"NUQ PAO RHV E16 TO LSN MCE MER MOD F34 LVK SCK TCY C83 1O3",JMPQ50,NUQ10,,ZOA,ZOA,NCT,NCT
KNUQ,KSFO,SFO,TEC,"NUQ PAO RHV E16 TO SFO",JMPQ50,NUQ07,,ZOA,ZOA,NCT,NCT
KNUQ,KSJC,SJC,TEC,"NUQ PAO RHV E16 TO SJC NUQ PAO RHV E16",JMPQ40,NUQ04,,ZOA,ZOA,NCT,NCT
KNUQ,KSQL,DOCAL,TEC,"NUQ PAO RHV E16 TO SQL",JMPQ50,NUQ08,,ZOA,ZOA,NCT,NCT
KNUW,BTG,"NUW JAWBN SEA V495 ALDER BTG BTG",SLD,"TRAFFIC OVERFLYING THE SEATTLE. WA AREA","10000 TO 15000",,SOUTHBOUND,ZSE,,NUW,
KNUW,KELN,"NUW JAWBN V4 SEA V2 ELN",SLD,"TRAFFIC OVERFLYING THE SEATTLE. WA AREA","9000 AND BELOW",,EASTBOUND,ZSE,ZSE,NUW,
KNUW,KEUG,"NUW JAWBN SEA V495 ALDER EUG",SLD,"TRAFFIC OVERFLYING THE SEATTLE. WA AREA","10000 TO 15000",,SOUTHBOUND,ZSE,ZSE,NUW,EUG
KNUW,KOLM,"DIGGN V165 OLM",SLD,"TRAFFIC OVERFLYING THE SEATTLE. WA AREA","9000 AND BELOW",,SOUTHBOUND,ZSE,ZSE,NUW,S46
KNUW,KPDX,"NUW DIGGN SEA HELNS6",SLD,"TRAFFIC OVERFLYING THE SEATTLE. WA AREA","10000 TO 15000",,SOUTHBOUND,ZSE,ZSE,NUW,P80
KNUW,KPDX,"NUW DIGGN V165 LOATH BTG",SLD,"TRAFFIC OVERFLYING THE SEATTLE. WA AREA LANDING IN PDX AREA","9000 AND BELOW",,SOUTHBOUND,ZSE,ZSE,NUW,P80
KNUW,UBG,"NUW DIGGN V165 UBG UBG",SLD,"TRAFFIC OVERFLYING THE SEATTLE. WA AREA","9000 AND BELOW",,"SOUTH/SOUTHWEST BND",ZSE,,NUW,
KNZY,F70,"OCN V23 DANAH V363 POXKU V8 PDZ PDZ092/015 JESEX TIQMU F70",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO F70",PQ60,,SANP29,ZLA,ZLA,SCT,
KNZY,F70,"ROBNN V186 NIKKL JESEX TIQMU F70",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO F70",JM100,,SANP30,ZLA,ZLA,SCT,
KNZY,KAJO,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNZY,KAJO,"V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,ZLA,ZLA,SCT,SCT
KNZY,KAVX,"MZB V23 OCN V208 SXC",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AVX",PQ60,,SANP1,ZLA,ZLA,SCT,SCT
KNZY,KAVX,"PEBLE AVOLS V27 SXC",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AVX",J100M80,,SANP2,ZLA,ZLA,SCT,SCT
KNZY,KAVX,"CWARD2 CWARD AVOLS SXC",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AVX",J100M80,,SANP2R,ZLA,ZLA,SCT,SCT
KNZY,KBUR,"OCN V23 POPPR SMO SMO311/014 SILEX",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR",PQ60,,SANP13,ZLA,ZLA,SCT,SCT
KNZY,KBUR,"PEBLE SLI V23 LAX SILEX",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR",J100M80,,SANP14,ZLA,ZLA,SCT,SCT
KNZY,KBUR,"OCN V23 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E )",PQ60,,SANP17,ZLA,ZLA,SCT,SCT
KNZY,KBUR,"PEBLE SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18,ZLA,ZLA,SCT,SCT
KNZY,KBUR,"CWARD2 LAX SILEX",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR",J100M80,,SANP14R,ZLA,ZLA,SCT,SCT
KNZY,KBUR,"CWARD2 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18R,ZLA,ZLA,SCT,SCT
KNZY,KCCB,"OCN V23 DANAH V363 POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",PQ60,,SANP23,ZLA,ZLA,SCT,SCT
KNZY,KCCB,"PEBLE POXKU POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",J100M80,,SANP24,ZLA,ZLA,SCT,SCT
KNZY,KCMA,"OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,ZLA,ZLA,SCT,NTD
KNZY,KCMA,"MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,ZLA,ZLA,SCT,NTD
KNZY,KCMA,"OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,ZLA,ZLA,SCT,NTD
KNZY,KCMA,"PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,ZLA,ZLA,SCT,NTD
KNZY,KCMA,"CWARD2 CWARD AVOLS V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32R,ZLA,ZLA,SCT,NTD
KNZY,KCNO,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
